"","ID","adj.P.Val","P.Value","t","B","logFC","Gene.symbol","Gene.ID","Gene.title"
"216304_x_at","216304_x_at",1.53658440805625e-05,1.0176446532367e-06,5.18452149525903,5.14284227512999,0.316373036529676,"YME1L1","10730","YME1 like 1 ATPase"
"226588_at","226588_at",1.53686935818128e-05,1.01811446096618e-06,-5.18441400207566,5.14239860642117,-0.550334843987835,"CWC22","57703","CWC22 homolog, spliceosome-associated protein"
"227046_at","227046_at",1.53930909128237e-05,1.02057530057587e-06,5.18385174537067,5.14007803034391,0.951901480213084,"SLC39A11","201266","solute carrier family 39 member 11"
"227477_at","227477_at",1.55887978916618e-05,1.03469131319325e-06,5.18065183414337,5.12687403994265,0.595200624048704,"ZMYND19","116225","zinc finger MYND-type containing 19"
"231726_at","231726_at",1.56014761521083e-05,1.03581816976961e-06,-5.18039822977405,5.12582778443816,-0.929307720700153,"PCDHB14","56122","protocadherin beta 14"
"217714_x_at","217714_x_at",1.56405522184069e-05,1.03869858445424e-06,5.17975120042674,5.1231585759322,0.402102918569249,"MIR3917///STMN1","100500808///3925","microRNA 3917///stathmin 1"
"209379_s_at","209379_s_at",1.56540066340489e-05,1.03987841051423e-06,-5.1794866806442,5.12206740221219,-0.454015121765609,"CCSER2","54462","coiled-coil serine rich protein 2"
"203140_at","203140_at",1.56692793517289e-05,1.0414661392626e-06,-5.17913116994403,5.12060093309951,-0.697586830289204,"BCL6","604","B-cell CLL/lymphoma 6"
"205698_s_at","205698_s_at",1.56938381629425e-05,1.04338549103422e-06,-5.17870211041023,5.11883115756413,-1.13809273972604,"MAP2K6","5608","mitogen-activated protein kinase kinase 6"
"209124_at","209124_at",1.57542623106643e-05,1.0479790036376e-06,5.17767837728456,5.11460883837026,0.421622792998468,"MYD88","4615","myeloid differentiation primary response 88"
"227724_at","227724_at",1.5777750653616e-05,1.0498300297733e-06,5.1772670854746,5.1129126328356,0.857981628614912,"NUTM2B-AS1///NUTM2A-AS1","101060691///728190","NUTM2B antisense RNA 1///NUTM2A antisense RNA 1"
"212596_s_at","212596_s_at",1.58352676862179e-05,1.05423638551135e-06,5.17629084793601,5.10888686056582,0.511154554794516,"HMGXB4","10042","HMG-box containing 4"
"206464_at","206464_at",1.5882314961329e-05,1.05850585347946e-06,-5.17534872835907,5.1050022121403,-0.510210110350079,"BMX","660","BMX non-receptor tyrosine kinase"
"218068_s_at","218068_s_at",1.5882314961329e-05,1.05853051155158e-06,5.17534329797617,5.10497982222633,0.632157964231349,"ZNF672","79894","zinc finger protein 672"
"212960_at","212960_at",1.59470355131785e-05,1.063427370481e-06,5.17426731412081,5.10054372916416,1.61733442161339,"TBC1D9","23158","TBC1 domain family member 9"
"209417_s_at","209417_s_at",1.60360298722469e-05,1.07024184734941e-06,5.17277799011477,5.09440441543685,1.04761600076104,"IFI35","3430","interferon induced protein 35"
"205070_at","205070_at",1.60717427510875e-05,1.07291926916268e-06,-5.17219536197371,5.09200298410166,-0.545880917047189,"ING3","54556","inhibitor of growth family member 3"
"203915_at","203915_at",1.60753753485014e-05,1.07345579144726e-06,5.17207878110913,5.09152248955714,2.71474487062405,"CXCL9","4283","C-X-C motif chemokine ligand 9"
"210720_s_at","210720_s_at",1.60964614676601e-05,1.07545265187677e-06,5.17164538250512,5.08973626971479,0.908176305175036,"NECAB3","63941","N-terminal EF-hand calcium binding protein 3"
"235767_x_at","235767_x_at",1.61707760316417e-05,1.08071359157968e-06,-5.17050729625481,5.08504615816675,-0.574323828006094,"PHAX","51808","phosphorylated adaptor for RNA export"
"220432_s_at","220432_s_at",1.62256898121012e-05,1.08468031574266e-06,-5.16965275304779,5.08152494725834,-1.35696585996956,"CYP39A1","51302","cytochrome P450 family 39 subfamily A member 1"
"219807_x_at","219807_x_at",1.62675899499012e-05,1.08807638677254e-06,5.16892356352525,5.07852054076884,0.686929128614913,"MIA-RAB4B///RAB4B","100529262///53916","MIA-RAB4B readthrough (NMD candidate)///RAB4B, member RAS oncogene family"
"217393_x_at","217393_x_at",1.63186307817177e-05,1.09178877731182e-06,5.16812899118166,5.0752470323052,0.264573592085227,"UBE2NL","389898","ubiquitin conjugating enzyme E2 N like (gene/pseudogene)"
"239345_at","239345_at",1.63627807371988e-05,1.09549959797283e-06,-5.16733738465978,5.07198604160826,-1.08644185692543,"SLC19A3","80704","solute carrier family 19 member 3"
"243201_at","243201_at",1.63627807371988e-05,1.09574217701885e-06,-5.16728572789898,5.07177325407125,-0.341334193302893,"RPL36A","6173","ribosomal protein L36a"
"204009_s_at","204009_s_at",1.63627807371988e-05,1.09593969930722e-06,5.16724367413185,5.07160002468378,0.466980292998468,"KRAS","3845","KRAS proto-oncogene, GTPase"
"227031_at","227031_at",1.64876438825593e-05,1.10490584701778e-06,-5.16534246802185,5.06376938855817,-0.595574018264847,"SNX13","23161","sorting nexin 13"
"222516_at","222516_at",1.65247050432942e-05,1.10799394035147e-06,5.16469114345921,5.06108712687621,0.460279843987816,"AP3M1","26985","adaptor related protein complex 3 mu 1 subunit"
"208616_s_at","208616_s_at",1.65514008956586e-05,1.11044957391572e-06,5.16417447680855,5.05895955249742,0.501834246575335,"PTP4A2","8073","protein tyrosine phosphatase type IVA, member 2"
"229534_at","229534_at",1.66278160717884e-05,1.11703645965576e-06,5.16279407782369,5.05327585129589,1.30153219178082,"ACOT4","122970","acyl-CoA thioesterase 4"
"222520_s_at","222520_s_at",1.66320690453188e-05,1.11762636803843e-06,-5.16267083971778,5.05276847077256,-0.458527248858446,"IFT57","55081","intraflagellar transport 57"
"229375_at","229375_at",1.66538392679535e-05,1.11939386026025e-06,-5.16230197141846,5.05124985562759,-0.217289786910199,"PPIE","10450","peptidylprolyl isomerase E"
"227923_at","227923_at",1.67074668680573e-05,1.12330403670743e-06,-5.16148794857727,5.04789878784946,-1.02507217275496,"SHANK3","85358","SH3 and multiple ankyrin repeat domains 3"
"204649_at","204649_at",1.67413395298445e-05,1.12588761684935e-06,5.16095161253251,5.04569103929117,0.698278436073056,"TROAP","10024","trophinin associated protein"
"232267_at","232267_at",1.67666466722515e-05,1.1282028917643e-06,-5.16047199414242,5.04371687692508,-0.86464628995434,"ADGRD1","283383","adhesion G protein-coupled receptor D1"
"215388_s_at","215388_s_at",1.67975803217146e-05,1.13059159732803e-06,-5.15997816956989,5.04168435508755,-0.824617298325728,"CFHR1///CFH","3078///3075","complement factor H related 1///complement factor H"
"230266_at","230266_at",1.68810117938171e-05,1.13713335960911e-06,-5.15863096307849,5.03614000931379,-1.1674951369863,"RAB7B","338382","RAB7B, member RAS oncogene family"
"221260_s_at","221260_s_at",1.69177421881152e-05,1.13991700449961e-06,5.15805999251727,5.03379047650433,0.687624288432263,"CSRNP2","81566","cysteine and serine rich nuclear protein 2"
"213441_x_at","213441_x_at",1.69296203940008e-05,1.14102699866288e-06,5.15783269399523,5.03285519082535,0.885269493911718,"SPDEF","25803","SAM pointed domain containing ETS transcription factor"
"201710_at","201710_at",1.69537807513514e-05,1.14296544763569e-06,5.15743626579284,5.03122403110205,0.961816396499235,"MYBL2","4605","MYB proto-oncogene like 2"
"231851_at","231851_at",1.6968426559853e-05,1.14426316828858e-06,-5.15717123795044,5.03013357856519,-0.960100490867581,"RAVER2","55225","ribonucleoprotein, PTB binding 2"
"225968_at","225968_at",1.70442183855208e-05,1.14999765201986e-06,-5.15600360878365,5.02532978799493,-0.814975787671231,"PRICKLE2","166336","prickle planar cell polarity protein 2"
"223461_at","223461_at",1.71321816686556e-05,1.15655935142218e-06,5.15467449311419,5.01986241240477,0.95958922754946,"TBC1D7","51256","TBC1 domain family member 7"
"209386_at","209386_at",1.71869560192101e-05,1.16057140599769e-06,-5.15386544378279,5.016534766098,-1.11463528919331,"TM4SF1","4071","transmembrane 4 L six family member 1"
"227265_at","227265_at",1.73373253075734e-05,1.1716765799997e-06,-5.15164017994895,5.00738379835829,-0.90363042617961,"FGL2","10875","fibrinogen like 2"
"210085_s_at","210085_s_at",1.74308438104989e-05,1.17863428564087e-06,5.15025644764685,5.00169466150008,1.74494192922375,"ANXA9","8416","annexin A9"
"227478_at","227478_at",1.74806371312427e-05,1.18232091653106e-06,-5.14952648495218,4.99869383065116,-1.31542822298326,"SETBP1","26040","SET binding protein 1"
"226063_at","226063_at",1.75414034897125e-05,1.18675174226697e-06,5.14865210156571,4.99509963131161,0.414700175038044,"VAV2","7410","vav guanine nucleotide exchange factor 2"
"201631_s_at","201631_s_at",1.76750079758801e-05,1.19670147830737e-06,5.14670015810474,4.98707738556253,1.09049862252663,"IER3","8870","immediate early response 3"
"219313_at","219313_at",1.76750079758801e-05,1.1967604851707e-06,-5.14668862939417,4.9870300094144,-1.3479548630137,"GRAMD1C","54762","GRAM domain containing 1C"
"204331_s_at","204331_s_at",1.77689030281025e-05,1.20344303453248e-06,5.14538657222797,4.98167973830258,1.04750686073059,"MRPS12","6183","mitochondrial ribosomal protein S12"
"206995_x_at","206995_x_at",1.77988918538641e-05,1.20612518186678e-06,-5.14486595304909,4.9795406943041,-0.328178386605786,"SCARF1","8578","scavenger receptor class F member 1"
"1566342_at","1566342_at",1.78020013879198e-05,1.20666149325342e-06,-5.14476198761047,4.97911355187262,-1.33171753044141,"SOD2","6648","superoxide dismutase 2, mitochondrial"
"225503_at","225503_at",1.78228359613241e-05,1.20839968740061e-06,5.1444253433537,4.97773048312855,0.72512093607305,"DHRSX","207063","dehydrogenase/reductase X-linked"
"218185_s_at","218185_s_at",1.7895904678102e-05,1.21368110738733e-06,5.1434053558486,4.97354029988939,0.556830133181121,"ARMC1","55156","armadillo repeat containing 1"
"206491_s_at","206491_s_at",1.8070813338168e-05,1.22620425211894e-06,5.14100398996054,4.96367728431019,0.811251731354638,"NAPA","8775","NSF attachment protein alpha"
"218942_at","218942_at",1.80716805711291e-05,1.22659362779077e-06,5.14092970953228,4.96337223998147,0.546571826484022,"PIP4K2C","79837","phosphatidylinositol-5-phosphate 4-kinase type 2 gamma"
"200086_s_at","200086_s_at",1.80778638612664e-05,1.22734395341602e-06,-5.1407866362261,4.96278469428228,-0.391396385083711,"COX4I1","1327","cytochrome c oxidase subunit 4I1"
"212233_at","212233_at",1.80779666706904e-05,1.22768157747185e-06,-5.14072228534974,4.96252043379083,-0.878976621004568,"MAP1B","4131","microtubule associated protein 1B"
"229057_at","229057_at",1.8100356183592e-05,1.2295331114012e-06,-5.14036969102517,4.96107252066719,-0.871204075342468,"SCN2A","6326","sodium voltage-gated channel alpha subunit 2"
"235124_at","235124_at",1.81878226502143e-05,1.23580724546038e-06,-5.13917872342697,4.95618230586568,-0.667680201674282,"EIF3J-AS1","645212","EIF3J antisense RNA 1 (head to head)"
"201870_at","201870_at",1.82224409272058e-05,1.23849273864649e-06,5.13867075936621,4.95409676924179,0.626959041095881,"TOMM34","10953","translocase of outer mitochondrial membrane 34"
"218448_at","218448_at",1.82427085420514e-05,1.24020388936086e-06,5.13834765326515,4.9527702642849,0.653302614155248,"GID8","54994","GID complex subunit 8 homolog"
"205019_s_at","205019_s_at",1.82583744077372e-05,1.2416028541009e-06,-5.13808381818454,4.95168713239197,-0.785918896499247,"VIPR1","7433","vasoactive intestinal peptide receptor 1"
"208407_s_at","208407_s_at",1.83931161908769e-05,1.25177476627806e-06,-5.1361741382398,4.94384825016152,-0.628665700152224,"TMX2-CTNND1///CTNND1","100528016///1500","TMX2-CTNND1 readthrough (NMD candidate)///catenin delta 1"
"220061_at","220061_at",1.83932330602252e-05,1.25211913031839e-06,-5.13610975232262,4.94358398845102,-0.833711849315072,"ACSM5","54988","acyl-CoA synthetase medium-chain family member 5"
"210378_s_at","210378_s_at",1.84377991233975e-05,1.25586846620095e-06,5.13540985251771,4.94071149011087,0.602851541095887,"SSNA1","8636","SS nuclear autoantigen 1"
"214714_at","214714_at",1.84377991233975e-05,1.25637161761791e-06,-5.13531608284455,4.94032666258815,-0.568707168949773,"ZNF394","84124","zinc finger protein 394"
"218605_at","218605_at",1.84377991233975e-05,1.25716880528956e-06,5.13516759013792,4.93971726226212,0.544888964992389,"TFB2M","64216","transcription factor B2, mitochondrial"
"226829_at","226829_at",1.84377991233975e-05,1.25741497617934e-06,-5.13512175426936,4.93952915824098,-0.764914250380519,"AFAP1L2","84632","actin filament associated protein 1 like 2"
"226421_at","226421_at",1.84614304287775e-05,1.25946292637111e-06,5.13474077439496,4.9379657089935,1.09644042237443,"AMMECR1","9949","Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1"
"217774_s_at","217774_s_at",1.84964825482499e-05,1.26253082524131e-06,5.13417118248578,4.93562837178075,0.39866292617959,"TRMT112","51504","tRNA methyltransferase 11-2 homolog (S. cerevisiae)"
"231950_at","231950_at",1.84988326599411e-05,1.26308361553371e-06,-5.134068693926,4.93520782351597,-0.917047382039578,"ZNF658","26149","zinc finger protein 658"
"218326_s_at","218326_s_at",1.85083254431148e-05,1.26435474220455e-06,-5.13383319002758,4.93424148352724,-1.27474159056317,"LGR4","55366","leucine rich repeat containing G protein-coupled receptor 4"
"205304_s_at","205304_s_at",1.85325751790424e-05,1.26635026737819e-06,-5.1334639408827,4.93272640217435,-0.81236869863014,"KCNJ8","3764","potassium voltage-gated channel subfamily J member 8"
"211934_x_at","211934_x_at",1.85871569565063e-05,1.27041985453066e-06,5.1327126655573,4.92964401600117,0.824010681126316,"GANAB","23193","glucosidase II alpha subunit"
"238994_at","238994_at",1.86079202641588e-05,1.27217934974716e-06,5.13238857638455,4.92831440360025,0.858462690258751,"OTUD7B","56957","OTU deubiquitinase 7B"
"224913_s_at","224913_s_at",1.86325666111766e-05,1.27420514968796e-06,5.13201597627825,4.92678583208511,0.955065019025864,"TIMM50","92609","translocase of inner mitochondrial membrane 50"
"210652_s_at","210652_s_at",1.8760340251602e-05,1.28328619187913e-06,5.13035279133246,4.91996352193168,1.72018240867579,"TTC39A","22996","tetratricopeptide repeat domain 39A"
"242560_at","242560_at",1.87912248856223e-05,1.2857425202947e-06,5.12990488887603,4.91812647375333,0.908804467275494,"FANCD2","2177","Fanconi anemia complementation group D2"
"212072_s_at","212072_s_at",1.88110420129409e-05,1.28778656158094e-06,5.12953280109335,4.91660044890964,0.55733325342465,"CSNK2A1","1457","casein kinase 2 alpha 1"
"231035_s_at","231035_s_at",1.91082365100514e-05,1.30883119762492e-06,-5.12573507362845,4.90102883585323,-0.744696674277021,"OTUD1","220213","OTU deubiquitinase 1"
"203696_s_at","203696_s_at",1.91973925004554e-05,1.31528911397724e-06,5.12458160790043,4.89630072027696,0.659458371385081,"RFC2","5982","replication factor C subunit 2"
"218300_at","218300_at",1.92580111802881e-05,1.32049901993416e-06,5.12365507012412,4.89250325885778,0.872388869863007,"PAGR1","79447","PAXIP1 associated glutamate rich protein 1"
"223234_at","223234_at",1.93166983104047e-05,1.32522972770604e-06,5.12281683623131,4.88906807216821,0.828564646118716,"MAD2L2","10459","MAD2 mitotic arrest deficient-like 2 (yeast)"
"226997_at","226997_at",1.94629228043617e-05,1.33561749175976e-06,5.12098641952543,4.88156797571548,1.23911226027396,"ADAMTS12","81792","ADAM metallopeptidase with thrombospondin type 1 motif 12"
"221480_at","221480_at",1.95620248994595e-05,1.343491604892e-06,-5.11960815579739,4.87592163477883,-0.730167891933031,"HNRNPD","3184","heterogeneous nuclear ribonucleoprotein D"
"230908_at","230908_at",1.96644553136275e-05,1.35160536019409e-06,-5.11819616063678,4.87013805759231,-0.660599071537293,"TACR1","6869","tachykinin receptor 1"
"209022_at","209022_at",1.96813792268104e-05,1.35312856906411e-06,-5.11793200605994,4.86905617898743,-0.373315856164401,"STAG2","10735","stromal antigen 2"
"225336_at","225336_at",1.96965181100927e-05,1.35477648292573e-06,-5.11764655146667,4.86788710136909,-0.364340494672756,"SCAF11","9169","SR-related CTD associated factor 11"
"212606_at","212606_at",1.96965181100927e-05,1.3548898877377e-06,-5.11762691973391,4.86780670116958,-0.616481853120252,"WDFY3","23001","WD repeat and FYVE domain containing 3"
"217778_at","217778_at",1.98024125028799e-05,1.36288787479124e-06,5.11624639749461,4.86215334932416,0.591614410197861,"SLC39A1","27173","solute carrier family 39 member 1"
"243477_at","243477_at",1.98024125028799e-05,1.36289855049542e-06,-5.11624456005902,4.86214582548859,-0.234567667427703,"ATG10","83734","autophagy related 10"
"203041_s_at","203041_s_at",1.98076544913942e-05,1.36362160961331e-06,5.11612014428473,4.86163637805208,0.63829936453576,"LAMP2","3920","lysosomal associated membrane protein 2"
"203797_at","203797_at",1.98434335461375e-05,1.36644768726489e-06,-5.11563448124594,4.85964779678455,-1.17564644216134,"VSNL1","7447","visinin like 1"
"212108_at","212108_at",1.99216389355051e-05,1.37219738877206e-06,5.11464940749679,4.85561469375218,0.456668340943672,"FAF2","23197","Fas associated factor family member 2"
"226455_at","226455_at",2.01448610186883e-05,1.38794131609326e-06,5.11197251860162,4.8446573080955,1.11556568112632,"CREB3L4","148327","cAMP responsive element binding protein 3 like 4"
"201400_at","201400_at",2.0167653140552e-05,1.3898805127316e-06,5.11164485311286,4.84331630383125,0.873621651445953,"PSMB3","5691","proteasome subunit beta 3"
"238663_x_at","238663_x_at",2.02150921123796e-05,1.39351956418031e-06,-5.11103116484064,4.84080486213869,-0.572924710806698,"GRIA4","2893","glutamate ionotropic receptor AMPA type subunit 4"
"210605_s_at","210605_s_at",2.02208940614396e-05,1.39428935732286e-06,-5.11090154743795,4.84027444262388,-1.45048031202436,"MFGE8","4240","milk fat globule-EGF factor 8 protein"
"213224_s_at","213224_s_at",2.02638106292826e-05,1.39798982521544e-06,-5.11027943658578,4.83772875776096,-0.763233934550996,"BBIP1","92482","BBSome interacting protein 1"
"228956_at","228956_at",2.02671819605141e-05,1.39859309624179e-06,-5.11017816880559,4.83731438656106,-1.72208042617961,"UGT8","7368","UDP glycosyltransferase 8"
"203408_s_at","203408_s_at",2.02877124844711e-05,1.40038092211054e-06,-5.10987830624814,4.83608742712967,-0.869599280821924,"SATB1","6304","SATB homeobox 1"
"200614_at","200614_at",2.03157176856445e-05,1.4026855832338e-06,5.10949230782385,4.83450808629563,0.526156925418562,"CLTC","1213","clathrin heavy chain"
"224682_at","224682_at",2.0391475426689e-05,1.40828918538962e-06,5.10855635622965,4.83067887146244,0.426865745814299,"ANKIB1","54467","ankyrin repeat and IBR domain containing 1"
"206247_at","206247_at",2.0429061879688e-05,1.41125865056391e-06,5.1080618467382,4.82865587935475,1.24113291476408,"MICB","4277","MHC class I polypeptide-related sequence B"
"200092_s_at","200092_s_at",2.0487058810377e-05,1.41563983878563e-06,-5.10733409013753,4.82567891065994,-0.207652663622547,"RPL37","6167","ribosomal protein L37"
"202785_at","202785_at",2.05085229421645e-05,1.41787319106322e-06,5.10696395378924,4.82416492555783,0.581972796803649,"NDUFA7","4701","NADH:ubiquinone oxidoreductase subunit A7"
"219305_x_at","219305_x_at",2.0521428351633e-05,1.4191407516694e-06,-5.10675413208808,4.82330671205256,-0.935314786910202,"FBXO2","26232","F-box protein 2"
"201463_s_at","201463_s_at",2.05416852386592e-05,1.42091730356852e-06,5.10646036336278,4.82210517397533,0.495569619482485,"TALDO1","6888","transaldolase 1"
"226657_at","226657_at",2.0642554765282e-05,1.42827223917808e-06,-5.10524795661,4.81714677405076,-0.874299292237451,"NATD1","256302","N-acetyltransferase domain containing 1"
"211935_at","211935_at",2.0661229857784e-05,1.42994227310205e-06,5.10497351184045,4.81602447168667,0.497768854642301,"ARL6IP1","23204","ADP ribosylation factor like GTPase 6 interacting protein 1"
"226980_at","226980_at",2.07915479902352e-05,1.43934173101125e-06,5.10343465770667,4.80973222609972,0.921524996194825,"DEPDC1B","55789","DEP domain containing 1B"
"223015_at","223015_at",2.08565551887856e-05,1.44422346492442e-06,-5.10263929410508,4.80648050139435,-0.477283257229844,"EIF2A","83939","eukaryotic translation initiation factor 2A"
"229355_at","229355_at",2.09451327451639e-05,1.45130740153197e-06,-5.1014897818764,4.80178143573879,-0.403134010654491,"UBE2D3","7323","ubiquitin conjugating enzyme E2 D3"
"242828_at","242828_at",2.09451327451639e-05,1.45150631863605e-06,-5.10145758255262,4.80164981807004,-1.06864902968037,"FIGN","55137","fidgetin, microtubule severing factor"
"205207_at","205207_at",2.09644707906377e-05,1.45322989111142e-06,-5.1011787625427,4.80051013693567,-1.81208513318113,"IL6","3569","interleukin 6"
"201555_at","201555_at",2.12254992166835e-05,1.47210046693486e-06,5.09814700506386,4.7881202183441,0.582377914764073,"MCM3","4172","minichromosome maintenance complex component 3"
"201336_at","201336_at",2.12387105514841e-05,1.47340519655746e-06,-5.09793878889896,4.78726946279524,-0.402544821156779,"VAMP3","9341","vesicle associated membrane protein 3"
"202543_s_at","202543_s_at",2.12830061883715e-05,1.4768674070175e-06,5.09738713969111,4.7850155675931,0.897099486301371,"GMFB","2764","glia maturation factor beta"
"209114_at","209114_at",2.13908012500404e-05,1.48473874245823e-06,5.09613764143787,4.77991098966932,1.82136976407914,"TSPAN1","10103","tetraspanin 1"
"209390_at","209390_at",2.15778384007657e-05,1.49811567570748e-06,-5.09402891941545,4.7712979448392,-0.440677694063931,"TSC1","7248","tuberous sclerosis 1"
"243952_at","243952_at",2.16022233659496e-05,1.50020378821235e-06,-5.09370140917172,4.76996042801818,-0.990946035007612,"TPTEP1","387590","transmembrane phosphatase with tensin homology pseudogene 1"
"227245_at","227245_at",2.17857631554641e-05,1.51334848586105e-06,5.09164987357942,4.76158336360703,0.672795593607303,"NAA25","80018","N(alpha)-acetyltransferase 25, NatB auxiliary subunit"
"224698_at","224698_at",2.21819094628498e-05,1.54248961641985e-06,-5.08716297145465,4.74326907571175,-0.574567576103505,"ESYT2","57488","extended synaptotagmin 2"
"226242_at","226242_at",2.21991671798093e-05,1.5449763622848e-06,5.08678391785655,4.74172233362937,0.630641133942161,"C1orf131","128061","chromosome 1 open reading frame 131"
"211574_s_at","211574_s_at",2.22157865796113e-05,1.54687699146923e-06,5.08649460647078,4.74054183506503,1.26809998858447,"CD46","4179","CD46 molecule"
"202275_at","202275_at",2.22408251721689e-05,1.54902720174887e-06,5.08616772154494,4.73920807152148,1.09028453196347,"G6PD","2539","glucose-6-phosphate dehydrogenase"
"222270_at","222270_at",2.23107008142995e-05,1.55430195522024e-06,-5.08536769839371,4.73594401810615,-0.627932458143074,"PPP4R3B","57223","protein phosphatase 4 regulatory subunit 3B"
"228456_s_at","228456_s_at",2.23426304677173e-05,1.55775230622658e-06,-5.08484581305875,4.73381492094586,-0.75324297564688,"CDS2","8760","CDP-diacylglycerol synthase 2"
"230446_at","230446_at",2.24109158043059e-05,1.56333302016685e-06,-5.08400407812322,4.73038123688747,-0.864309455859972,"LOC101927811","101927811","uncharacterized LOC101927811"
"238012_at","238012_at",2.24533578225219e-05,1.56670434554954e-06,5.08349700134917,4.72831288862394,0.85759654490106,"DPP7","29952","dipeptidyl peptidase 7"
"235956_at","235956_at",2.25263687389925e-05,1.57221075643338e-06,-5.08267107149611,4.72494421854188,-1.29983231354642,"CEP126","57562","centrosomal protein 126"
"226003_at","226003_at",2.25843099348257e-05,1.57666778273854e-06,5.08200460508011,4.72222618506074,0.983514136225262,"KIF21A","55605","kinesin family member 21A"
"209247_s_at","209247_s_at",2.25893463026938e-05,1.57743254108248e-06,5.08189043409662,4.72176058612002,0.670879273211562,"ABCF2","10061","ATP binding cassette subfamily F member 2"
"225155_at","225155_at",2.28028581762902e-05,1.59275931184732e-06,-5.07961359862561,4.71247678737632,-0.869255433789967,"SNORD50B///SNHG5///SNORD50A","692088///387066///26799","small nucleolar RNA, C/D box 50B///small nucleolar RNA host gene 5///small nucleolar RNA, C/D box 50A"
"231961_at","231961_at",2.29490522403506e-05,1.60381030837457e-06,-5.07798515064195,4.70583834250229,-0.418302598934555,"RBPMS","11030","RNA binding protein with multiple splicing"
"231045_x_at","231045_x_at",2.29573672845617e-05,1.6048112987946e-06,5.07783818762994,4.70523930461731,0.376759904870617,"C11orf31","280636","chromosome 11 open reading frame 31"
"220066_at","220066_at",2.30059732077458e-05,1.60905059984307e-06,5.07721677228048,4.70270646195219,0.935882720700149,"NOD2","64127","nucleotide binding oligomerization domain containing 2"
"221014_s_at","221014_s_at",2.30085686212709e-05,1.60994218517317e-06,-5.07708628286731,4.7021746208072,-0.507065913242014,"RAB33B","83452","RAB33B, member RAS oncogene family"
"203642_s_at","203642_s_at",2.30085686212709e-05,1.61007377311353e-06,-5.07706703006539,4.70209615206391,-0.701688082191784,"COBLL1","22837","cordon-bleu WH2 repeat protein like 1"
"226040_at","226040_at",2.30694911810491e-05,1.61552368030173e-06,-5.07627099096061,4.69885189006307,-0.647105837138517,"TRIM56","81844","tripartite motif containing 56"
"218160_at","218160_at",2.30694911810491e-05,1.61560277516666e-06,5.07625945726785,4.69880488670826,0.541744235159813,"NDUFA8","4702","NADH:ubiquinone oxidoreductase subunit A8"
"203317_at","203317_at",2.33649247200603e-05,1.63800194699572e-06,5.07301512973608,4.68558583487346,0.51306610730593,"PSD4","23550","pleckstrin and Sec7 domain containing 4"
"239989_at","239989_at",2.34104020199652e-05,1.64161831448645e-06,-5.07249538697275,4.68346861531198,-0.393446955859971,"CNTLN","54875","centlein"
"201091_s_at","201091_s_at",2.34110194070662e-05,1.64208979288704e-06,5.07242770852718,4.68319293071964,0.538175445205475,"CBX3","11335","chromobox 3"
"221839_s_at","221839_s_at",2.34120287721159e-05,1.64258879505874e-06,5.07235609979962,4.68290123877131,0.455758535007609,"UBAP2","55833","ubiquitin associated protein 2"
"204934_s_at","204934_s_at",2.35645906131646e-05,1.6541545271756e-06,5.07070228518161,4.67616526672714,1.33001738203957,"HPN","3249","hepsin"
"218046_s_at","218046_s_at",2.35986018867864e-05,1.65697361944898e-06,5.07030088376926,4.67453056437909,0.705233831811257,"MRPS16","51021","mitochondrial ribosomal protein S16"
"210830_s_at","210830_s_at",2.36497108882741e-05,1.66099478392268e-06,5.06972947325445,4.67220363817509,0.73147767123287,"PON2","5445","paraoxonase 2"
"213851_at","213851_at",2.37990636952717e-05,1.67235487365768e-06,5.0681224492255,4.66566029289092,0.524374394977167,"TMEM110","375346","transmembrane protein 110"
"203997_at","203997_at",2.38081868467849e-05,1.67343140470406e-06,5.067970712863,4.66504253091928,0.743334463470315,"PTPN3","5774","protein tyrosine phosphatase, non-receptor type 3"
"203118_at","203118_at",2.38095054957201e-05,1.67395956333879e-06,5.06789630401607,4.66473959542307,0.406643675799082,"PCSK7","9159","proprotein convertase subtilisin/kexin type 7"
"201096_s_at","201096_s_at",2.38642245406337e-05,1.67824313413327e-06,5.06729366323405,4.66228620646134,0.623511879756458,"ARF4","378","ADP ribosylation factor 4"
"210191_s_at","210191_s_at",2.38695155073965e-05,1.67905179042427e-06,5.0671800643691,4.66182375819747,0.726637104261794,"PHTF1","10745","putative homeodomain transcription factor 1"
"236208_at","236208_at",2.39903104555725e-05,1.68886520244167e-06,-5.06580572332429,4.65622947094473,-0.632975582191785,"MOCS2","4338","molybdenum cofactor synthesis 2"
"210975_x_at","210975_x_at",2.40527968590268e-05,1.69398565425248e-06,5.06509170441654,4.65332340595967,0.533412012937593,"FASTK","10922","Fas activated serine/threonine kinase"
"229265_at","229265_at",2.40527968590268e-05,1.69414395435047e-06,-5.06506966386271,4.65323370463637,-0.800754098173515,"SKI","6497","SKI proto-oncogene"
"212942_s_at","212942_s_at",2.40569940070642e-05,1.69487957778164e-06,5.06496726733019,4.6528169712066,1.76551297945206,"CEMIP","57214","cell migration inducing hyaluronan binding protein"
"221335_x_at","221335_x_at",2.41293051681529e-05,1.70041541495918e-06,5.06419808190753,4.64968670465138,0.637212108066965,"SMG9","56006","SMG9, nonsense mediated mRNA decay factor"
